Soil_Type,Temperature_C,Rainfall_mm,Humidity_pct,Nitrogen_kg_ha,Phosphorus_kg_ha,Potassium_kg_ha,pH,Crop_History,Recommended_Crop
Silty,19.0,37.7,55.0,44.0,33.3,19.6,6.17,Groundnut,Lentil
Laterite,26.2,138.8,83.3,46.3,36.8,43.0,6.29,Cotton,Mango
Sandy Loam,29.3,128.7,73.6,39.3,56.1,21.8,6.73,Mustard,Soybean
Loamy,21.6,177.7,87.9,66.1,53.9,59.7,6.11,Wheat,Rice
Loamy,15.4,98.6,62.7,65.9,68.3,41.4,5.47,Rice,Potato
Sandy Loam,25.2,54.6,51.1,36.5,33.6,33.9,7.37,Soybean,Lentil
Sandy Loam,13.6,53.9,41.1,73.8,47.5,32.4,6.96,Lentil,Mustard
Loamy,27.9,157.6,73.4,101.2,45.9,28.0,5.75,Sugarcane,Maize
Loamy,24.8,92.6,35.2,94.5,61.4,37.3,7.21,Potato,Wheat
Loamy,27.4,95.6,60.1,128.3,63.2,32.3,5.91,Sugarcane,Maize
Loamy,22.5,53.7,44.2,40.3,30.2,17.3,7.3,Soybean,Lentil
Clay,19.7,71.7,31.1,69.0,44.5,18.0,7.58,Maize,Mustard
Silty,24.2,40.1,57.4,89.7,82.1,45.2,6.65,Mustard,Tomato
Clay,25.0,103.0,74.8,44.8,64.8,19.0,6.26,Lentil,Soybean
Clay,36.3,107.8,51.3,59.7,41.9,34.5,7.005,Sugarcane,Cotton
Loamy,31.1,133.0,66.0,12.8,32.6,27.8,6.43,Lentil,Groundnut
Clay,26.3,133.1,78.4,55.0,45.6,41.4,7.28,Lentil,Soybean
Sandy Loam,12.6,42.9,62.9,86.9,62.0,41.7,5.04,Tomato,Potato
Silty,24.0,43.6,75.1,54.7,93.0,41.8,5.04,Maize,Potato
Loamy,17.6,75.4,41.0,64.5,37.0,18.5,6.57,Soybean,Mustard
Sandy Loam,20.1,83.0,75.7,64.2,80.7,43.0,5.13,Soybean,Potato
Loamy,32.7,90.5,56.0,62.5,29.1,31.0,6.49,Sugarcane,Mango
Silty,37.4,150.1,82.9,89.8,49.1,48.6,6.46,Soybean,Sugarcane
Sandy Loam,23.7,69.1,58.7,81.9,46.8,47.4,7.41,Cotton,Wheat
Loamy,32.5,159.3,57.9,58.1,29.0,12.8,7.46,Mango,Cotton
Clay,29.7,166.2,72.3,110.0,40.5,58.1,5.78,Potato,Rice
Loamy,24.4,229.7,75.9,111.7,65.8,34.0,7.13,Rice,Sugarcane
Clay,26.9,213.9,83.7,102.5,54.6,53.0,7.06,Maize,Sugarcane
Black,32.3,113.8,45.0,75.7,37.1,30.0,6.18,Tomato,Cotton
Silty,27.1,96.3,80.4,88.3,54.8,44.4,5.67,Cotton,Maize
Sandy Loam,30.1,72.6,51.6,102.7,39.7,35.5,5.91,Potato,Maize
Sandy Loam,29.3,101.1,64.9,101.0,58.0,21.6,7.11,Cotton,Maize
Silty,24.3,139.4,68.0,90.4,46.9,41.7,5.88,Mango,Maize
Loamy,25.2,99.0,65.1,57.2,30.2,29.4,6.73,Tomato,Soybean
Loamy,35.7,217.9,84.5,121.7,64.7,56.8,6.92,Groundnut,Sugarcane
Sandy Loam,30.0,136.4,76.1,56.6,47.1,41.2,6.05,Sugarcane,Mango
Sandy Loam,15.8,71.5,34.4,64.0,34.0,16.6,6.42,Mango,Mustard
Red,28.4,78.0,70.7,37.6,30.2,48.8,6.58,Maize,Groundnut
Sandy Loam,14.1,55.6,78.4,53.6,77.6,64.3,5.78,Maize,Potato
Clay,27.9,97.8,84.4,153.2,73.9,43.5,7.22,Groundnut,Sugarcane
Loamy,15.5,85.2,40.1,37.9,45.6,39.1,8.04,Sugarcane,Lentil
Loamy,28.4,252.0,75.2,75.8,71.0,46.5,5.81,Mustard,Rice
Laterite,37.8,184.2,58.9,48.6,51.3,60.1,5.47,Tomato,Mango
Sandy Loam,27.5,81.8,65.7,109.8,60.1,29.9,6.47,Mango,Maize
Sandy Loam,26.4,120.6,69.8,51.6,20.1,64.4,6.4,Mustard,Mango
Laterite,34.4,99.1,69.2,71.5,40.0,47.9,5.87,Rice,Mango
Loamy,20.3,86.0,74.6,79.9,70.6,73.5,5.68,Mango,Potato
Clay,16.7,57.3,40.5,80.1,24.4,23.4,7.07,Maize,Mustard
Loamy,19.4,99.6,72.3,61.3,84.0,62.6,5.09,Wheat,Potato
Black,39.8,92.9,53.7,63.3,27.3,39.4,6.36,Rice,Cotton
Sandy Loam,31.2,164.5,75.5,102.3,50.0,41.0,5.8,Rice,Maize
Loamy,29.9,126.2,61.2,71.4,26.3,31.3,6.45,Rice,Cotton
Black,32.0,129.9,62.2,45.9,50.3,28.3,7.06,Potato,Cotton
Sandy Loam,32.4,181.1,60.4,53.0,33.2,56.2,6.02,Mustard,Mango
Loamy,22.1,165.8,77.2,84.6,66.5,56.6,6.4,Cotton,Sugarcane
Loamy,12.4,72.3,72.3,72.3,53.8,75.2,6.15,Mustard,Potato
Clay,29.4,205.4,60.1,128.3,75.8,67.4,6.64,Cotton,Sugarcane
Loamy,25.9,99.9,74.6,104.0,39.1,43.5,6.24,Mango,Maize
Loamy,36.2,164.9,76.0,46.2,31.8,27.9,6.92,Groundnut,Mango
Silty,19.05,78.1,79.0,53.7,71.6,34.0,5.94,Groundnut,Potato
Clay,27.6,119.9,86.3,32.4,59.8,32.0,7.49,Maize,Soybean
Loamy,34.6,152.3,85.5,131.7,71.8,51.8,5.59,Maize,Sugarcane
Sandy Loam,25.7,33.5,45.7,18.8,35.3,39.8,7.29,Groundnut,Lentil
Loamy,12.7,54.6,37.1,63.2,35.2,28.4,6.53,Lentil,Mustard
Loamy,23.9,245.9,81.4,99.4,34.6,37.1,5.61,Cotton,Rice
Loamy,27.2,81.7,34.1,30.3,36.5,23.6,6.75,Soybean,Lentil
Silty,16.9,61.05,57.4,24.5,40.4,29.4,6.17,Potato,Lentil
Silty,28.3,95.3,61.2,34.4,31.0,38.0,6.68,Soybean,Lentil
Loamy,22.6,77.5,76.0,89.8,71.3,42.4,6.21,Rice,Potato
Red,23.3,98.2,72.5,31.3,48.3,37.5,6.52,Cotton,Groundnut
Silty,23.2,44.3,64.3,96.8,48.4,43.5,6.06,Mango,Potato
Loamy,23.0,78.1,77.5,29.5,63.3,46.7,6.63,Lentil,Soybean
Loamy,19.8,127.0,58.6,110.6,55.8,51.3,6.84,Soybean,Maize
Sandy Loam,29.3,77.0,63.8,46.6,21.3,56.5,7.05,Wheat,Mango
Loamy,9.6,104.7,40.1,96.7,76.0,42.2,6.73,Sugarcane,Wheat
Clay,28.7,185.3,70.6,107.7,51.0,64.2,7.04,Maize,Sugarcane
Red,22.8,105.3,77.8,40.9,39.0,32.7,7.02,Mango,Groundnut
Sandy Loam,20.8,64.3,42.1,111.0,61.5,24.8,6.05,Tomato,Wheat
Loamy,29.5,82.4,77.8,29.6,46.8,34.2,7.15,Lentil,Soybean
Loamy,24.1,102.5,61.4,52.3,39.9,48.4,7.09,Tomato,Soybean
Loamy,20.7,53.8,39.2,126.0,55.7,23.0,7.07,Rice,Wheat
Clay,27.7,103.3,71.5,138.3,42.1,55.3,6.94,Groundnut,Sugarcane
Silty,30.6,200.7,66.0,140.9,55.5,58.7,7.23,Soybean,Sugarcane
Loamy,22.7,67.7,59.4,54.2,46.8,33.3,7.42,Mango,Soybean
Sandy Loam,18.1,106.0,46.8,78.8,69.0,42.0,7.4,Sugarcane,Wheat
Clay,28.9,67.8,56.2,45.7,54.1,36.5,6.73,Maize,Soybean
Clay,32.8,216.2,84.6,84.6,52.7,63.1,6.48,Cotton,Sugarcane
Laterite,35.8,113.2,64.6,55.9,28.6,54.7,6.21,Lentil,Mango
Loamy,27.2,140.0,76.8,82.0,47.1,43.3,6.41,Groundnut,Maize
Silty,29.1,64.2,60.9,37.7,38.4,30.2,7.38,Maize,Lentil
Loamy,34.9,196.4,70.1,56.5,17.2,60.5,7.29,Sugarcane,Mango
Loamy,18.1,68.9,44.2,31.0,25.1,28.3,7.42,Sugarcane,Lentil
Sandy Loam,26.0,57.1,68.9,46.3,48.3,32.6,7.74,Mango,Lentil
Loamy,24.7,63.8,57.5,42.0,49.5,31.0,7.44,Mustard,Cotton
Silty,20.5,85.4,55.7,102.0,48.5,55.1,6.55,Mango,Maize
Loamy,22.6,95.0,78.3,81.0,64.8,67.7,5.45,Wheat,Tomato
Silty,21.3,234.0,93.9,96.7,34.6,33.6,6.14,Sugarcane,Rice
Sandy Loam,22.4,139.5,75.4,42.9,33.4,24.9,7.0,Wheat,Soybean
Sandy Loam,21.4,94.6,66.1,50.4,64.4,41.1,6.41,Lentil,Soybean
Loamy,25.3,149.3,67.9,95.5,61.4,44.2,5.97,Groundnut,Maize
Sandy Loam,10.5,58.7,57.9,51.5,37.7,17.4,5.94,Tomato,Mustard
Clay,29.7,194.1,66.5,116.5,52.2,45.4,6.14,Potato,Sugarcane
Sandy Loam,21.4,117.9,50.3,98.5,48.0,35.6,6.71,Sugarcane,Wheat
Black,24.2,102.4,48.2,55.7,35.3,30.7,6.82,Mustard,Cotton
Silty,16.1,68.6,46.4,16.9,44.2,33.3,7.7,Mango,Lentil
Loamy,28.7,284.7,68.4,93.7,30.5,51.7,6.05,Groundnut,Rice
Silty,22.1,105.4,54.8,106.1,45.0,36.2,6.9,Tomato,Maize
Loamy,19.8,76.4,55.4,64.2,25.6,25.7,6.8,Cotton,Mustard
Silty,27.1,196.4,68.6,142.1,44.3,57.2,6.34,Soybean,Sugarcane
Loamy,35.5,183.2,60.2,47.1,22.0,39.0,7.42,Maize,Mango
Red,26.9,62.8,70.1,18.0,45.8,49.0,6.04,Potato,Groundnut
Silty,26.6,168.4,80.2,91.8,52.2,44.7,5.97,Maize,Rice
Loamy,23.5,69.9,34.3,40.0,36.9,26.0,6.45,Mustard,Lentil
Silty,19.7,125.6,67.6,111.3,55.2,42.4,6.24,Soybean,Maize
Laterite,32.8,111.1,67.7,67.0,25.2,42.3,6.52,Potato,Mango
Sandy Loam,13.0,55.3,48.5,61.7,28.3,35.0,6.31,Tomato,Mustard
Sandy Loam,17.7,34.8,59.1,39.2,36.3,34.7,7.32,Groundnut,Lentil
Sandy Loam,21.0,88.0,73.5,68.9,54.5,46.0,5.46,Rice,Tomato
Loamy,34.7,57.3,72.9,31.9,47.0,29.9,5.94,Mango,Groundnut
Clay,15.0,54.5,48.0,61.4,37.0,24.3,6.89,Maize,Mustard
Silty,24.9,98.1,60.9,90.7,74.4,58.2,6.6,Groundnut,Tomato
Silty,22.9,230.1,64.1,96.6,72.6,53.4,5.77,Tomato,Sugarcane
Loamy,26.1,166.0,66.6,69.6,22.2,42.7,5.9,Potato,Mango
Clay,13.1,74.1,36.6,74.0,25.3,24.1,6.95,Sugarcane,Mustard
Loamy,21.4,113.6,63.6,37.0,42.8,40.3,6.43,Potato,Soybean
Clay,26.3,126.8,78.6,19.4,31.2,30.6,6.83,Maize,Soybean
Loamy,26.7,76.4,72.8,47.3,63.9,29.2,7.1,Mango,Soybean
Laterite,35.6,170.7,54.3,52.7,26.1,39.9,7.08,Rice,Mango
Clay,19.9,297.0,93.8,92.4,32.9,61.4,6.47,Groundnut,Rice
Clay,22.2,108.5,85.9,94.2,75.2,45.7,5.79,Mango,Sugarcane
Clay,19.3,38.9,51.8,52.1,36.6,27.1,7.14,Sugarcane,Mustard
Clay,17.6,48.6,32.2,77.8,44.9,25.7,6.82,Tomato,Mustard
Silty,15.6,81.7,67.4,63.3,74.3,78.4,4.92,Wheat,Potato
Loamy,29.3,134.6,68.0,120.9,48.7,40.0,6.14,Soybean,Maize
Silty,27.3,161.0,68.1,118.4,52.5,56.6,6.53,Mango,Rice
Sandy Loam,17.9,106.6,58.7,44.5,35.6,32.1,7.115,Mango,Lentil
Clay,33.4,296.4,86.2,79.4,59.1,37.3,5.47,Groundnut,Rice
Sandy Loam,30.6,91.3,74.2,86.0,66.4,32.2,6.65,Rice,Maize
Loamy,17.5,56.1,72.2,88.7,68.8,54.9,5.74,Rice,Tomato
Clay,31.5,56.8,47.1,62.3,29.9,26.2,7.01,Groundnut,Cotton
Silty,20.5,174.4,76.1,96.3,41.8,31.0,6.6,Wheat,Rice
Sandy Loam,25.2,159.2,61.2,138.7,47.0,44.1,6.41,Potato,Maize
Clay,25.5,171.6,72.0,67.4,58.8,39.8,6.08,Mustard,Rice
Silty,20.6,72.3,60.8,20.6,46.7,18.6,6.98,Soybean,Lentil
Silty,21.3,66.0,53.1,76.5,77.5,52.3,6.66,Rice,Tomato
Loamy,32.4,57.6,56.5,62.1,36.9,35.5,7.83,Groundnut,Cotton
Silty,23.8,77.7,80.9,71.2,75.2,45.8,5.55,Cotton,Potato
Clay,17.7,61.4,47.8,74.4,38.1,33.8,5.98,Groundnut,Mustard
Loamy,36.5,278.9,68.9,83.2,50.2,59.9,6.95,Wheat,Rice
Loamy,28.1,76.3,71.4,33.1,39.8,24.2,6.38,Cotton,Groundnut
Clay,26.3,137.5,79.9,57.2,56.2,35.7,6.73,Rice,Soybean
Sandy Loam,16.7,55.5,55.1,32.2,32.0,30.0,7.24,Sugarcane,Lentil
Loamy,29.7,271.8,84.5,98.3,64.2,49.7,5.64,Tomato,Rice
Silty,16.4,81.5,57.0,75.5,75.4,51.1,6.24,Groundnut,Tomato
Loamy,21.4,70.1,66.0,96.6,69.9,75.9,5.08,Sugarcane,Potato
Silty,25.2,231.4,68.9,147.7,56.95,70.0,6.49,Tomato,Sugarcane
Loamy,17.7,72.3,64.3,97.2,58.0,40.3,6.86,Sugarcane,Wheat
Sandy Loam,20.5,69.1,61.9,115.4,45.3,25.5,6.53,Potato,Wheat
Red,28.1,89.1,48.2,35.2,38.4,39.5,6.77,Cotton,Groundnut
Laterite,34.7,166.6,67.7,59.8,31.8,56.9,6.66,Wheat,Mango
Clay,32.4,149.4,50.0,46.7,44.4,17.2,7.14,Mango,Cotton
Sandy Loam,11.1,53.1,56.1,136.7,79.2,26.1,6.5,Sugarcane,Wheat
Clay,28.7,186.8,60.6,126.2,63.4,72.3,5.98,Groundnut,Sugarcane
Loamy,23.7,120.1,54.8,128.0,64.3,34.8,5.91,Wheat,Maize
Sandy Loam,22.9,104.9,52.4,115.4,80.4,46.3,6.97,Soybean,Wheat
Loamy,23.4,130.3,49.5,90.6,57.5,39.9,5.97,Rice,Wheat
Sandy Loam,16.8,71.5,62.9,15.6,29.0,37.1,6.14,Rice,Lentil
Sandy Loam,26.1,104.4,73.4,12.8,51.5,28.4,5.88,Lentil,Groundnut
Clay,35.4,86.4,48.2,96.2,27.1,28.0,6.86,Soybean,Cotton
Loamy,13.9,63.3,36.7,109.2,51.8,45.8,6.84,Potato,Wheat
Loamy,29.2,177.1,73.2,80.4,26.5,61.1,7.2,Tomato,Mango
Sandy Loam,31.9,152.8,75.4,41.9,36.1,30.0,6.09,Groundnut,Soybean
Clay,32.4,260.7,86.3,100.7,52.2,48.1,5.65,Tomato,Rice
Laterite,37.2,111.6,64.1,42.2,48.5,37.5,6.65,Wheat,Mango
Loamy,13.2,98.4,71.6,62.2,61.4,37.2,5.91,Lentil,Potato
Loamy,26.3,136.1,55.6,46.7,52.1,31.8,6.25,Mustard,Mango
Sandy Loam,15.6,55.7,51.8,45.1,48.2,16.3,7.32,Mango,Lentil
Clay,33.2,123.7,77.0,142.8,56.3,42.3,7.34,Maize,Sugarcane
Loamy,22.5,118.6,72.6,56.5,89.7,53.6,4.78,Maize,Potato
Clay,17.3,49.2,32.8,73.6,35.6,30.8,6.71,Groundnut,Mustard
Clay,20.4,51.0,82.3,27.6,47.0,23.5,7.43,Mustard,Soybean
Sandy Loam,21.4,82.2,54.1,33.6,53.8,45.6,7.07,Mango,Groundnut
Sandy Loam,24.9,72.3,54.5,84.6,52.2,59.1,5.55,Mustard,Maize
Sandy Loam,18.1,96.9,61.9,107.2,44.1,26.6,7.22,Soybean,Wheat
Sandy Loam,34.3,196.8,69.6,69.8,42.3,43.6,5.76,Tomato,Mango
Loamy,24.35,93.8,74.2,98.8,85.1,58.7,6.23,Soybean,Tomato
Silty,17.3,57.5,73.0,67.8,92.1,62.9,5.81,Soybean,Potato
Sandy Loam,18.1,58.2,33.0,110.5,71.0,29.2,7.51,Sugarcane,Wheat
Red,28.0,73.7,53.8,38.5,50.4,17.0,6.17,Soybean,Groundnut
Silty,30.7,210.4,73.9,97.9,52.5,57.8,7.37,Rice,Sugarcane
Loamy,29.4,118.3,41.1,63.3,38.9,21.3,7.65,Soybean,Cotton
Sandy Loam,27.7,118.5,75.0,29.55,58.0,38.7,6.54,Mustard,Groundnut
Red,30.9,55.5,59.1,37.2,53.8,38.9,5.89,Potato,Groundnut
Red,27.1,72.2,67.5,21.5,55.0,52.9,6.73,Soybean,Groundnut
Sandy Loam,26.2,143.1,66.2,62.2,29.9,28.0,6.35,Cotton,Mango
Clay,25.0,134.9,81.2,122.4,50.6,51.2,7.26,Mustard,Sugarcane
Silty,14.8,65.2,69.7,78.3,68.0,58.1,6.38,Lentil,Potato
Sandy Loam,22.7,93.5,77.9,91.6,61.0,42.7,5.76,Lentil,Maize
Loamy,24.5,67.6,61.7,44.6,44.4,34.1,6.88,Cotton,Groundnut
Silty,18.5,71.0,79.9,95.4,80.9,40.3,5.35,Tomato,Potato
Clay,21.5,40.9,50.4,36.4,45.7,30.1,6.71,Groundnut,Mustard
Loamy,25.1,87.3,32.6,36.3,20.2,35.5,7.115,Cotton,Lentil
Silty,20.1,45.8,53.2,24.3,44.7,28.7,8.22,Rice,Lentil
Clay,33.5,269.4,81.2,118.6,51.9,42.0,6.26,Mustard,Rice
Sandy Loam,25.9,79.3,73.2,53.2,28.6,37.1,6.04,Sugarcane,Soybean
Loamy,21.0,126.0,61.9,19.1,48.9,37.1,7.3,Rice,Soybean
Loamy,24.1,64.6,69.4,21.7,57.8,42.1,6.28,Cotton,Groundnut
Sandy Loam,18.5,94.9,66.0,129.9,48.6,39.0,6.08,Tomato,Wheat
Silty,19.2,163.1,62.5,115.9,44.1,49.1,5.63,Potato,Maize
Clay,28.3,175.5,87.7,145.0,53.9,77.4,7.3,Groundnut,Sugarcane
Sandy Loam,16.6,45.0,35.2,63.7,35.9,19.0,6.09,Lentil,Mustard
Sandy Loam,18.6,79.6,36.5,20.9,25.9,28.8,6.88,Potato,Lentil
Sandy Loam,25.1,84.3,70.8,42.0,57.4,26.5,6.4,Mustard,Groundnut
Clay,23.3,68.0,60.0,65.5,30.5,32.6,6.16,Soybean,Mustard
Red,25.1,48.4,49.3,31.4,44.0,50.8,6.46,Lentil,Groundnut
Silty,17.1,94.4,78.0,69.1,61.0,66.2,5.21,Wheat,Potato
Clay,13.4,86.25,33.8,109.2,71.0,29.1,7.21,Maize,Wheat
Clay,20.5,110.0,33.8,109.6,59.2,33.2,6.65,Cotton,Wheat
Silty,23.4,127.3,65.7,86.1,53.0,28.9,6.35,Mustard,Maize
Silty,26.6,71.8,67.2,85.15,52.3,59.0,5.59,Mustard,Tomato
Laterite,24.4,164.6,66.4,41.5,41.1,48.2,5.71,Soybean,Mango
Loamy,18.8,48.7,31.5,32.2,43.7,13.1,6.33,Soybean,Lentil
Loamy,21.7,94.8,33.2,14.6,36.5,40.2,6.12,Soybean,Lentil
Sandy Loam,31.2,114.8,53.5,27.7,44.4,33.7,6.86,Cotton,Groundnut
Clay,34.0,56.5,48.7,74.9,23.4,28.65,6.55,Soybean,Cotton
Red,29.0,59.2,56.7,43.1,34.8,39.9,6.24,Mango,Groundnut
Silty,19.8,58.0,45.5,27.5,35.0,37.6,6.75,Tomato,Lentil
Sandy Loam,21.4,89.9,81.4,68.4,47.8,53.7,6.7,Lentil,Tomato
Silty,28.5,99.9,62.3,95.6,78.1,68.1,5.98,Mustard,Tomato
Loamy,27.4,186.0,58.7,45.6,25.3,40.5,6.25,Maize,Mango
Sandy Loam,15.8,34.9,43.9,41.8,42.9,20.7,7.14,Wheat,Mustard
Loamy,38.0,75.7,60.0,77.3,23.3,38.9,6.78,Tomato,Cotton
Loamy,19.5,91.6,69.2,85.15,78.2,56.4,6.13,Mustard,Tomato
Black,32.9,89.3,47.8,85.4,37.4,39.9,7.48,Tomato,Cotton
Sandy Loam,17.5,55.1,42.7,74.3,37.6,15.0,6.71,Mango,Mustard
Sandy Loam,13.8,85.8,85.1,72.7,49.9,69.7,6.21,Lentil,Potato
Silty,18.9,51.7,40.4,15.7,27.3,26.2,6.98,Mango,Lentil
Loamy,24.1,233.3,92.1,108.0,64.2,45.0,5.98,Lentil,Rice
Loamy,27.7,63.9,55.1,96.5,42.5,30.1,6.0,Potato,Maize
Clay,17.1,80.5,54.0,62.9,44.8,32.4,6.71,Tomato,Mustard
Sandy Loam,23.9,86.6,53.1,91.3,69.2,47.7,7.23,Potato,Wheat
Loamy,12.7,103.5,63.6,82.5,89.2,52.8,5.14,Soybean,Potato
Red,27.5,70.2,68.0,21.8,36.1,43.5,6.06,Tomato,Groundnut
Sandy Loam,19.6,91.3,60.1,63.8,87.5,69.2,5.09,Rice,Potato
Sandy Loam,24.1,50.9,31.2,43.5,38.8,27.6,6.11,Tomato,Mustard
Loamy,27.2,101.2,64.7,53.0,23.0,28.65,6.08,Potato,Cotton
Loamy,18.0,116.3,39.9,77.9,58.5,29.6,7.3,Mango,Wheat
Clay,23.3,270.4,80.6,66.5,49.1,56.3,6.4,Sugarcane,Rice
Silty,24.5,74.4,72.7,103.7,52.2,65.7,6.3,Potato,Tomato
Sandy Loam,18.2,60.4,33.3,42.6,44.7,15.1,6.87,Soybean,Lentil
Silty,22.4,101.5,56.4,71.6,65.5,59.7,5.92,Cotton,Tomato
Loamy,27.5,215.6,89.0,81.5,56.9,37.1,5.29,Cotton,Rice
Clay,28.7,154.2,89.4,152.1,50.1,64.6,6.06,Soybean,Sugarcane
Loamy,23.3,120.3,80.3,149.3,61.8,53.8,7.21,Groundnut,Sugarcane
Loamy,15.8,62.4,60.6,121.6,45.0,42.8,7.03,Mustard,Wheat
Clay,21.5,67.3,52.5,122.1,62.7,44.5,6.09,Potato,Wheat
Silty,29.8,206.7,81.85,100.2,50.7,44.3,5.98,Lentil,Rice
Clay,32.9,284.6,81.2,51.7,37.4,55.0,6.71,Cotton,Rice
Clay,35.0,65.8,42.2,61.2,34.4,30.2,8.0,Groundnut,Cotton
Black,33.9,61.3,58.0,50.4,46.6,18.4,7.005,Lentil,Cotton
Silty,21.6,85.3,79.3,55.3,74.2,43.3,5.98,Mango,Potato
Clay,21.5,283.6,74.7,77.5,66.1,43.7,5.98,Lentil,Rice
Silty,32.4,136.4,78.5,119.3,63.9,68.6,5.74,Rice,Sugarcane
Loamy,17.8,98.2,61.8,102.3,58.3,52.4,6.32,Groundnut,Wheat
Loamy,26.1,270.7,75.3,112.9,41.2,38.3,6.61,Wheat,Rice
Clay,35.2,217.8,78.5,116.2,57.2,42.6,6.01,Soybean,Sugarcane
Sandy Loam,26.3,68.6,58.4,76.0,79.1,59.8,6.06,Rice,Tomato
Clay,28.2,192.7,66.6,152.2,39.0,40.5,6.64,Mustard,Sugarcane
Loamy,33.8,74.4,53.3,59.7,45.4,41.8,6.48,Mustard,Cotton
Loamy,28.2,100.0,69.0,29.3,30.5,21.2,6.84,Cotton,Groundnut
Silty,18.3,84.0,77.3,99.1,68.4,43.0,6.74,Maize,Tomato
Loamy,29.2,183.4,73.8,117.2,58.0,51.1,6.58,Rice,Maize
Loamy,22.4,57.8,35.3,45.2,51.4,28.8,6.21,Wheat,Mustard
Laterite,24.4,160.6,59.7,62.4,52.4,64.3,5.92,Potato,Mango
Loamy,23.7,74.5,59.1,105.9,67.8,47.9,6.86,Cotton,Tomato
Loamy,9.2,73.2,43.8,42.9,48.0,25.0,6.21,Lentil,Mustard
Clay,29.0,56.8,78.7,37.1,49.8,38.4,6.2,Maize,Soybean
Loamy,15.2,65.4,75.0,93.6,79.2,51.9,5.11,Mango,Potato
Red,34.8,66.7,51.7,23.8,38.5,48.3,5.72,Maize,Groundnut
Loamy,20.8,42.5,56.9,93.2,40.9,41.6,6.53,Soybean,Wheat
Clay,19.9,60.3,34.1,58.1,28.1,28.5,6.26,Rice,Mustard
Clay,15.7,80.5,50.3,58.8,25.4,22.8,6.79,Sugarcane,Mustard
Sandy Loam,16.5,70.9,70.5,75.3,73.4,52.9,5.3,Cotton,Potato
Sandy Loam,24.5,58.7,71.1,23.8,51.9,37.4,6.38,Soybean,Groundnut
Silty,31.1,52.5,60.7,109.9,74.7,66.0,5.46,Potato,Tomato
Clay,18.1,67.9,39.7,132.0,70.4,41.6,7.37,Soybean,Wheat
Loamy,34.4,154.2,59.8,68.7,19.3,32.8,6.1,Tomato,Mango
Sandy Loam,25.8,85.5,56.7,57.8,37.9,64.5,6.21,Potato,Mango
Silty,20.6,86.0,70.9,83.6,84.9,37.0,6.23,Sugarcane,Potato
Clay,32.2,300.6,90.2,92.7,51.45,42.0,6.06,Cotton,Rice
Loamy,23.8,152.6,62.5,60.3,39.7,32.0,7.4,Mango,Soybean
Loamy,19.8,62.5,43.4,45.9,32.8,36.3,7.44,Sugarcane,Lentil
Sandy Loam,24.2,120.8,47.3,130.9,59.9,25.8,7.1,Cotton,Wheat
Loamy,13.1,100.0,78.3,92.4,82.1,55.9,5.56,Mustard,Potato
Silty,27.9,128.2,57.1,86.5,44.7,25.6,6.98,Potato,Maize
Loamy,24.7,68.0,75.7,105.1,76.3,56.4,6.235,Cotton,Tomato
Loamy,23.0,144.0,72.1,89.4,67.7,53.0,6.26,Mustard,Rice
Loamy,22.7,43.8,58.3,38.7,62.6,25.2,5.98,Rice,Groundnut
Clay,30.9,121.0,76.0,139.3,75.9,76.5,6.88,Lentil,Sugarcane
Silty,27.9,61.05,33.7,23.7,46.1,31.1,7.15,Rice,Lentil
Loamy,17.5,81.4,60.9,19.7,17.0,31.0,7.2,Sugarcane,Lentil
Silty,28.7,127.7,71.7,94.2,60.9,33.2,6.6,Sugarcane,Maize
Laterite,28.1,184.8,76.0,73.2,47.3,47.7,6.57,Wheat,Mango
Clay,27.7,108.7,46.0,66.9,20.4,33.1,8.02,Wheat,Cotton
Sandy Loam,24.5,79.0,29.7,22.7,21.7,42.7,6.91,Potato,Lentil
Sandy Loam,9.0,77.2,45.5,109.8,38.4,45.8,6.47,Soybean,Wheat
Loamy,25.6,82.3,82.6,89.4,57.5,50.8,5.77,Lentil,Tomato
Silty,24.7,96.9,68.1,107.0,56.7,56.6,6.69,Lentil,Tomato
Loamy,10.8,114.5,52.4,98.6,54.5,31.0,6.19,Mango,Wheat
Black,28.1,101.2,64.9,44.6,30.5,16.5,6.27,Sugarcane,Cotton
Clay,22.7,58.0,59.2,116.1,42.8,33.0,6.71,Cotton,Wheat
Sandy Loam,23.3,111.5,33.2,106.5,63.5,21.5,6.51,Tomato,Wheat
Silty,25.3,122.8,67.5,90.1,42.8,51.1,6.27,Soybean,Maize
Sandy Loam,28.8,142.9,64.9,49.8,36.9,35.6,6.28,Tomato,Soybean
Black,41.4,82.9,42.0,77.7,45.0,38.9,6.72,Soybean,Cotton
Clay,26.8,80.2,55.6,57.1,19.1,22.5,7.06,Sugarcane,Cotton
Clay,30.0,76.4,85.0,46.4,48.3,30.2,6.58,Groundnut,Soybean
Silty,24.2,153.1,85.5,95.1,67.2,37.9,6.49,Groundnut,Rice
Laterite,25.8,140.0,60.8,75.0,40.5,66.7,5.64,Cotton,Mango
Clay,29.9,68.1,54.6,26.8,50.1,42.4,6.73,Mango,Soybean
Clay,37.7,259.5,81.6,97.4,42.5,76.4,7.31,Mango,Sugarcane
Black,30.5,103.1,64.8,66.2,32.7,24.8,6.89,Soybean,Cotton
Loamy,11.1,49.3,43.1,55.6,27.6,23.9,6.31,Groundnut,Mustard
